text,label
Free recharge worth INR 8888. Click to get it: http://bit.ly/8008,spam
Your Zomato order #350373 is out for delivery.,ham
Your Flipkart return request has been approved.,ham
Meeting rescheduled to 8:05 PM tomorrow.,ham
Your Flipkart return request has been approved.,ham
Your Zomato order #337502 is out for delivery.,ham
You’ve been selected for a special gift. Click: http://bit.ly/3355,spam
Get a loan of up to INR 2101 instantly. No documents needed!,spam
You’ve been selected for a special gift. Click: http://bit.ly/7609,spam
Your ATM card will be blocked. Update details now: http://bit.ly/2159,spam
Your Zomato order #944419 is out for delivery.,ham
Your Flipkart return request has been approved.,ham
Your account is suspended. Verify at http://bit.ly/4429 immediately.,spam
"Hey, are we still on for dinner at 7?",ham
Your ATM card will be blocked. Update details now: http://bit.ly/3430,spam
Your account is suspended. Verify at http://bit.ly/4984 immediately.,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/8785,spam
Electricity bill of INR 9350 is due on 24 May 2025.,ham
Free recharge worth INR 4259. Click to get it: http://bit.ly/8872,spam
"Hey, are we still on for dinner at 7?",ham
Limited time deal on electronics. Shop now: http://bit.ly/4722,spam
Electricity bill of INR 9437 is due on 14 May 2025.,ham
Your OTP for Amazon is 584503. Do not share it.,ham
Work from home and earn INR 6359/week. Join today!,spam
"Hey, are we still on for dinner at 7?",ham
Exclusive offer! Get 36% off on all items. Hurry!,spam
Thanks for your payment of INR 9050.,ham
Your account is suspended. Verify at http://bit.ly/5722 immediately.,spam
Free recharge worth INR 8709. Click to get it: http://bit.ly/7750,spam
Get a loan of up to INR 8323 instantly. No documents needed!,spam
Happy birthday! Wishing you a great year ahead.,ham
You’ve been selected for a special gift. Click: http://bit.ly/4231,spam
Work from home and earn INR 2228/week. Join today!,spam
"Hey, are we still on for dinner at 7?",ham
Your OTP for Amazon is 647856. Do not share it.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/1465,spam
Your account is suspended. Verify at http://bit.ly/6540 immediately.,spam
Meeting rescheduled to 9:25 AM tomorrow.,ham
Claim your reward now! Visit http://bit.ly/7279,spam
You’ve been selected for a special gift. Click: http://bit.ly/1673,spam
Meeting rescheduled to 6:29 AM tomorrow.,ham
Your account has been credited with INR 6461. A/c no: XXXX1204.,ham
Electricity bill of INR 4626 is due on 5 May 2025.,ham
Your Jio plan has been activated. Valid till 8 May 2025.,ham
Electricity bill of INR 8228 is due on 24 May 2025.,ham
Thanks for your payment of INR 448.,ham
Your Jio plan has been activated. Valid till 3 May 2025.,ham
Your account has been credited with INR 972. A/c no: XXXX3688.,ham
Your account has been credited with INR 1814. A/c no: XXXX8132.,ham
Happy birthday! Wishing you a great year ahead.,ham
Happy birthday! Wishing you a great year ahead.,ham
Thanks for your payment of INR 7309.,ham
Your account has been credited with INR 1458. A/c no: XXXX3461.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/5284,spam
Free recharge worth INR 135. Click to get it: http://bit.ly/4645,spam
Electricity bill of INR 1577 is due on 14 May 2025.,ham
Thanks for your payment of INR 8095.,ham
Your Flipkart return request has been approved.,ham
Limited time deal on electronics. Shop now: http://bit.ly/8939,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/1000,spam
Your OTP for Amazon is 402773. Do not share it.,ham
Electricity bill of INR 6398 is due on 7 May 2025.,ham
Work from home and earn INR 9845/week. Join today!,spam
Your Jio plan has been activated. Valid till 17 May 2025.,ham
Meeting rescheduled to 8:39 AM tomorrow.,ham
Limited time deal on electronics. Shop now: http://bit.ly/9810,spam
Your account is suspended. Verify at http://bit.ly/8298 immediately.,spam
You’ve been selected for a special gift. Click: http://bit.ly/3464,spam
"Hey, are we still on for dinner at 7?",ham
Your Flipkart return request has been approved.,ham
You’ve been selected for a special gift. Click: http://bit.ly/5156,spam
Thanks for your payment of INR 3962.,ham
Your Zomato order #962327 is out for delivery.,ham
Your Zomato order #910883 is out for delivery.,ham
Your OTP for Amazon is 101609. Do not share it.,ham
Your OTP for Amazon is 394374. Do not share it.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/4678,spam
Your account is suspended. Verify at http://bit.ly/7793 immediately.,spam
"Hey, are we still on for dinner at 7?",ham
Free recharge worth INR 9715. Click to get it: http://bit.ly/3037,spam
Your account is suspended. Verify at http://bit.ly/7990 immediately.,spam
Your account is suspended. Verify at http://bit.ly/6271 immediately.,spam
Meeting rescheduled to 2:48 PM tomorrow.,ham
Limited time deal on electronics. Shop now: http://bit.ly/9257,spam
Meeting rescheduled to 12:43 PM tomorrow.,ham
Your Flipkart return request has been approved.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/5120,spam
Your ATM card will be blocked. Update details now: http://bit.ly/5931,spam
Your Flipkart return request has been approved.,ham
Your Flipkart return request has been approved.,ham
Your Flipkart return request has been approved.,ham
Your Jio plan has been activated. Valid till 6 May 2025.,ham
Your account has been credited with INR 5551. A/c no: XXXX8788.,ham
Your account has been credited with INR 4538. A/c no: XXXX4203.,ham
You’ve been selected for a special gift. Click: http://bit.ly/5339,spam
Your ATM card will be blocked. Update details now: http://bit.ly/4414,spam
Your Jio plan has been activated. Valid till 23 May 2025.,ham
Free recharge worth INR 8696. Click to get it: http://bit.ly/1988,spam
Thanks for your payment of INR 6305.,ham
"Hey, are we still on for dinner at 7?",ham
Work from home and earn INR 430/week. Join today!,spam
Limited time deal on electronics. Shop now: http://bit.ly/3810,spam
Limited time deal on electronics. Shop now: http://bit.ly/9916,spam
Get a loan of up to INR 7500 instantly. No documents needed!,spam
You’ve been selected for a special gift. Click: http://bit.ly/9688,spam
Your OTP for Amazon is 124640. Do not share it.,ham
Work from home and earn INR 6638/week. Join today!,spam
Your Flipkart return request has been approved.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/1204,spam
Electricity bill of INR 2718 is due on 2 May 2025.,ham
Exclusive offer! Get 59% off on all items. Hurry!,spam
Work from home and earn INR 7509/week. Join today!,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/3212,spam
Get a loan of up to INR 9277 instantly. No documents needed!,spam
Exclusive offer! Get 65% off on all items. Hurry!,spam
Your Flipkart return request has been approved.,ham
Your account has been credited with INR 9340. A/c no: XXXX7201.,ham
You’ve been selected for a special gift. Click: http://bit.ly/2362,spam
"Hey, are we still on for dinner at 7?",ham
Your Flipkart return request has been approved.,ham
Your account has been credited with INR 4732. A/c no: XXXX4641.,ham
Your Flipkart return request has been approved.,ham
Your Zomato order #116136 is out for delivery.,ham
Free recharge worth INR 343. Click to get it: http://bit.ly/8400,spam
Your OTP for Amazon is 886175. Do not share it.,ham
Your Flipkart return request has been approved.,ham
Your account is suspended. Verify at http://bit.ly/3737 immediately.,spam
Electricity bill of INR 6567 is due on 1 May 2025.,ham
Happy birthday! Wishing you a great year ahead.,ham
Happy birthday! Wishing you a great year ahead.,ham
Happy birthday! Wishing you a great year ahead.,ham
Your Zomato order #715569 is out for delivery.,ham
Your Jio plan has been activated. Valid till 26 May 2025.,ham
Your Jio plan has been activated. Valid till 1 May 2025.,ham
Your Jio plan has been activated. Valid till 1 May 2025.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/2843,spam
Your ATM card will be blocked. Update details now: http://bit.ly/6720,spam
Your account has been credited with INR 1689. A/c no: XXXX1928.,ham
Your Jio plan has been activated. Valid till 2 May 2025.,ham
You’ve been selected for a special gift. Click: http://bit.ly/1138,spam
Electricity bill of INR 9406 is due on 17 May 2025.,ham
Claim your reward now! Visit http://bit.ly/5091,spam
Free recharge worth INR 587. Click to get it: http://bit.ly/9060,spam
Your Zomato order #461417 is out for delivery.,ham
Your account is suspended. Verify at http://bit.ly/1116 immediately.,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/7144,spam
Happy birthday! Wishing you a great year ahead.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/5383,spam
Your Jio plan has been activated. Valid till 27 May 2025.,ham
Happy birthday! Wishing you a great year ahead.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/5156,spam
Your Flipkart return request has been approved.,ham
Free recharge worth INR 2859. Click to get it: http://bit.ly/4065,spam
Thanks for your payment of INR 2343.,ham
Your account has been credited with INR 4090. A/c no: XXXX6570.,ham
"Hey, are we still on for dinner at 7?",ham
Your Zomato order #481114 is out for delivery.,ham
Free recharge worth INR 814. Click to get it: http://bit.ly/9799,spam
Your Zomato order #189893 is out for delivery.,ham
You’ve been selected for a special gift. Click: http://bit.ly/4424,spam
Work from home and earn INR 973/week. Join today!,spam
Happy birthday! Wishing you a great year ahead.,ham
Your OTP for Amazon is 925959. Do not share it.,ham
Claim your reward now! Visit http://bit.ly/6682,spam
Thanks for your payment of INR 1510.,ham
Thanks for your payment of INR 1531.,ham
Work from home and earn INR 4419/week. Join today!,spam
Claim your reward now! Visit http://bit.ly/9658,spam
"Hey, are we still on for dinner at 7?",ham
Your OTP for Amazon is 977426. Do not share it.,ham
Your Jio plan has been activated. Valid till 1 May 2025.,ham
You’ve been selected for a special gift. Click: http://bit.ly/3911,spam
Your account has been credited with INR 8548. A/c no: XXXX3462.,ham
Limited time deal on electronics. Shop now: http://bit.ly/3785,spam
Your Jio plan has been activated. Valid till 19 May 2025.,ham
You’ve been selected for a special gift. Click: http://bit.ly/8450,spam
Exclusive offer! Get 31% off on all items. Hurry!,spam
You’ve been selected for a special gift. Click: http://bit.ly/3615,spam
Thanks for your payment of INR 7553.,ham
Get a loan of up to INR 1378 instantly. No documents needed!,spam
You’ve been selected for a special gift. Click: http://bit.ly/3431,spam
Your Flipkart return request has been approved.,ham
Free recharge worth INR 545. Click to get it: http://bit.ly/4165,spam
Work from home and earn INR 8446/week. Join today!,spam
Meeting rescheduled to 11:58 PM tomorrow.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/6501,spam
Your Zomato order #835901 is out for delivery.,ham
Your Flipkart return request has been approved.,ham
Meeting rescheduled to 1:22 AM tomorrow.,ham
Your Zomato order #980108 is out for delivery.,ham
Work from home and earn INR 1030/week. Join today!,spam
Get a loan of up to INR 5461 instantly. No documents needed!,spam
Electricity bill of INR 135 is due on 9 May 2025.,ham
Get a loan of up to INR 5471 instantly. No documents needed!,spam
Exclusive offer! Get 58% off on all items. Hurry!,spam
Thanks for your payment of INR 4176.,ham
You’ve been selected for a special gift. Click: http://bit.ly/5641,spam
You’ve been selected for a special gift. Click: http://bit.ly/7939,spam
Your Jio plan has been activated. Valid till 3 May 2025.,ham
You’ve been selected for a special gift. Click: http://bit.ly/6811,spam
Get a loan of up to INR 9948 instantly. No documents needed!,spam
Your account is suspended. Verify at http://bit.ly/4684 immediately.,spam
Your ATM card will be blocked. Update details now: http://bit.ly/1193,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/1545,spam
Claim your reward now! Visit http://bit.ly/4820,spam
Meeting rescheduled to 3:30 AM tomorrow.,ham
Your OTP for Amazon is 222895. Do not share it.,ham
Your OTP for Amazon is 482322. Do not share it.,ham
Meeting rescheduled to 4:01 AM tomorrow.,ham
Your Zomato order #817300 is out for delivery.,ham
"Hey, are we still on for dinner at 7?",ham
Get a loan of up to INR 9801 instantly. No documents needed!,spam
Your account has been credited with INR 8243. A/c no: XXXX8231.,ham
Electricity bill of INR 152 is due on 21 May 2025.,ham
Limited time deal on electronics. Shop now: http://bit.ly/7092,spam
Your Flipkart return request has been approved.,ham
Work from home and earn INR 6937/week. Join today!,spam
Your account has been credited with INR 2242. A/c no: XXXX5858.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/8544,spam
Free recharge worth INR 7280. Click to get it: http://bit.ly/1097,spam
Happy birthday! Wishing you a great year ahead.,ham
Free recharge worth INR 8905. Click to get it: http://bit.ly/5290,spam
Limited time deal on electronics. Shop now: http://bit.ly/1006,spam
Claim your reward now! Visit http://bit.ly/2414,spam
Your ATM card will be blocked. Update details now: http://bit.ly/2116,spam
Claim your reward now! Visit http://bit.ly/1596,spam
Electricity bill of INR 2507 is due on 14 May 2025.,ham
Your Flipkart return request has been approved.,ham
